URL,ThreatScore,Verdict,ClipboardCommands,ClipboardManipulation,PowerShellDownloads,PowerShellCommands,EncodedPowerShell,MacOSTerminalCommands,DNSClickFix,WindowsTerminalClickFix,WebDAVClickFix,FingerExeAbuse,WinHttpVBScript,ClickFixInstructions,FakeCloudflare,FakeVideoConferencing,FakeWindowsUpdate,FakeGlitchLures,FakeSoftwareDownloads,ConsentFixIndicators,LLMArtifactAbuse,TDSInjection,FakeBrowserUpdate,CaptchaElements
https://116.118.47.149/,8,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://201.182.25.51/,540,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
https://209.250.2.244/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://150.95.27.35/,63,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://173.231.196.249/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://162.215.130.152/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://18.176.47.246/,520,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://44.208.147.17/,3839,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://95.154.194.17/,69,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://192.155.93.247:3101/,8528,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://35.75.68.158/,86,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://35.226.92.8/,313,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
http://164.160.41.10/,62,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://185.4.64.128/,63,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://178.210.83.9/,588,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
https://74.50.99.45:8443/,2499,Suspicious,0,7,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3
https://148.113.205.94/,541,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://blessdayservices.org/up/,339,Suspicious,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
https://jessespridecharters.com/v/,309,Suspicious,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
https://cambodiatouristservice.com/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://admin.gestroom.it/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://test.peperoncinochepassione.it/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://first-security-verden.de/,5,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.first-security-verden.de/,5,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://zamilgroups.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.website.mypetapp.co.za/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.bratusferramentas.grupomoltz.com.br/,401,Suspicious,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
https://website.mypetapp.co.za/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://bmdcompany.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zamilgroups.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.test.peperoncinochepassione.it/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://82.146.62.232/,406,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
http://82.146.62.232/,483,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
